	RP	SYMBOL	Entrez RNA	RNA Type	Species	Protein	Entrez Protein	Protein Type	Species	Confidence
8464043	RP08464044	AK3	50808	mRNA	Homo sapiens	IGF2BP3	10643.0	RBP	Homo sapiens	0.7155
8464050	RP08464051	ZFAND5	7763	mRNA	Homo sapiens	IGF2BP3	10643.0	RBP	Homo sapiens	0.7155
8465983	RP08465984	IGF2	3481	mRNA	Homo sapiens	IGF2BP3	10643.0	RBP	Homo sapiens	0.9967
8471451	RP08471452	LDLR	3949	mRNA	Homo sapiens	KHSRP	8570.0	RBP	Homo sapiens	0.9967
8481876	RP08481877	ECHS1	1892	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8481911	RP08481912	HNRNPF	3185	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.9940000000000001
8482033	RP08482034	TARDBP	23435	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.9940000000000001
8482219	RP08482220	CERS2	29956	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8482554	RP08482555	WSB2	55884	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8482611	RP08482612	RAN	5901	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8482692	RP08482693	TAF5L	27097	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8482844	RP08482845	CDK4	1019	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.9543
8483169	RP08483170	B4GALT2	8704	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8483560	RP08483561	FUS	2521	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.9940000000000001
8483974	RP08483975	ACTG1	71	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8484003	RP08484004	TUBB6	84617	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8484027	RP08484028	DSG2	1829	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.9603
8484240	RP08484241	GPI	2821	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8484452	RP08484453	KHSRP	8570	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8484912	RP08484913	CSNK1E	1454	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8484942	RP08484943	SEPT3	55964	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8485141	RP08485142	CDV3	55573	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8485716	RP08485717	CCNB1	891	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.9603
8485939	RP08485940	HMGA1	3159	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.9603
8486241	RP08486242	SUN1	23353	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.9603
8486360	RP08486361	PPP2CB	5516	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8486477	RP08486478	HSPA5	3309	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.9603
8487269	RP08487270	FAM89B	23625	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8487916	RP08487917	CMTM4	146223	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8488675	RP08488676	TIA1	7072	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.9940000000000001
8488869	RP08488870	FGF2	2247	mRNA	Homo sapiens	LIN28A	79727.0	RBP	Homo sapiens	0.7155
8492209	RP08492210	INPP5A	3632	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8492214	RP08492215	ECHS1	1892	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8492507	RP08492508	YAP1	10413	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8492512	RP08492513	DCUN1D5	84259	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8492540	RP08492541	RDX	5962	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8492633	RP08492634	EI24	9538	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8492661	RP08492662	RHOC	389	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8492875	RP08492876	SSU72	29101	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8492897	RP08492898	CERS2	29956	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8492949	RP08492950	FAM189B	10712	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8493224	RP08493225	PPP1CA	5499	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8493401	RP08493402	RPL27A	6157	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8493524	RP08493525	CHPT1	56994	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8493525	RP08493526	GNPTAB	79158	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8493537	RP08493538	CHST11	50515	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8493587	RP08493588	PPP1CC	5501	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8493633	RP08493634	WSB2	55884	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8493651	RP08493652	SRSF9	8683	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8493655	RP08493656	MLEC	9761	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8493724	RP08493725	RAN	5901	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8493905	RP08493906	KCNK1	3775	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8493947	RP08493948	CHML	1122	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8493950	RP08493951	GXYLT1	283464	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8494061	RP08494062	KRT18	3875	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8494093	RP08494094	CD63	967	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8494202	RP08494203	LIN28A	79727	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.9931
8494486	RP08494487	TPT1	7178	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8494537	RP08494538	AGO3	192669	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8494632	RP08494633	ANKRD9	122416	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8494702	RP08494703	PABPN1	8106	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8494784	RP08494785	PTPRF	5792	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8494790	RP08494791	B4GALT2	8704	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8494939	RP08494940	ATPAF1	64756	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8495353	RP08495354	TSPAN3	10099	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8495381	RP08495382	SH3GL3	6457	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8495484	RP08495485	FAHD1	81889	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8495499	RP08495500	RPS2	6187	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8495501	RP08495502	GFER	2671	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8495580	RP08495581	MAZ	4150	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8495614	RP08495615	TNFRSF12A	51330	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8495852	RP08495853	STUB1	10273	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8495901	RP08495902	COX4I1	1327	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8495973	RP08495974	CENPV	201161	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8496051	RP08496052	DHRS13	147015	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8496439	RP08496440	CTDNEP1	23399	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8496567	RP08496568	PCYT2	5833	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8496662	RP08496663	DSG2	1829	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8496788	RP08496789	TXNL4A	10907	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8496796	RP08496797	RAB12	201475	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8496919	RP08496920	SAMD1	90378	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8496937	RP08496938	BRD4	23476	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8496986	RP08496987	JUND	3727	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8496992	RP08496993	KLF16	83855	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8496995	RP08496996	UBA52	7311	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8497027	RP08497028	MKNK2	2872	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8497104	RP08497105	GPI	2821	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8497250	RP08497251	HNRNPUL1	11100	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8497346	RP08497347	CALM3	808	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8497451	RP08497452	CDC34	997	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8497501	RP08497502	U2AF2	11338	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8497586	RP08497587	KHSRP	8570	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8497883	RP08497884	CTSZ	1522	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8498017	RP08498018	FAM168B	130074	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8498203	RP08498204	AGPS	8540	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8498335	RP08498336	ARPC2	10109	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8498367	RP08498368	RANBP1	5902	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8498391	RP08498392	MAPK1	5594	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8498409	RP08498410	MIF	4282	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8498495	RP08498496	AGAP1	116987	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8498541	RP08498542	NPTXR	23467	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8498552	RP08498553	ATF4	468	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8498595	RP08498596	STK25	10494	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8498972	RP08498973	NAA50	80218	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8499051	RP08499052	CDV3	55573	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8499103	RP08499104	PFN2	5217	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8499182	RP08499183	ATP11B	23200	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8499282	RP08499283	UBP1	7342	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8499326	RP08499327	ZDHHC3	51304	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8499370	RP08499371	GPX1	2876	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8499563	RP08499564	ANXA5	308	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8499967	RP08499968	H2AFY	9555	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8499991	RP08499992	UBE2D2	7322	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8500119	RP08500120	BOD1	91272	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8500151	RP08500152	HNRNPAB	3182	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8500166	RP08500167	RNF130	55819	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8500167	RP08500168	MAPK9	5601	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8500350	RP08500351	RHOBTB3	22836	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8500554	RP08500555	MYLIP	29116	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8500569	RP08500570	PDCD2	5134	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8501060	RP08501061	TSPAN33	340348	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8501101	RP08501102	MKRN1	23608	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8501135	RP08501136	LRRC61	65999	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8501275	RP08501276	H2AFV	94239	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8501291	RP08501292	SEC61G	23480	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8501630	RP08501631	DOCK5	80005	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8501659	RP08501660	GSR	2936	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8501661	RP08501662	PPP2CB	5516	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8501803	RP08501804	LAPTM4B	55353	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8501847	RP08501848	TXN	7295	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8501983	RP08501984	GTF3C4	9329	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8502005	RP08502006	UBAC1	10422	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8502094	RP08502095	SIGMAR1	10280	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8502113	RP08502114	CLTA	1211	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8502272	RP08502273	IL13RA1	3597	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8502735	RP08502736	CHCHD4	131474	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8502941	RP08502942	LMO2	4005	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8503280	RP08503281	GLRX5	51218	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8503374	RP08503375	CMTM4	146223	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8503647	RP08503648	FHL2	2274	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8503775	RP08503776	CRELD2	79174	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8504100	RP08504101	PHF10	55274	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8504262	RP08504263	RPS20	6224	mRNA	Homo sapiens	LIN28B	389421.0	RBP	Homo sapiens	0.7155
8578126	RP08578127	ARHGDIA	396	mRNA	Homo sapiens	PCBP2	5094.0	RBP	Homo sapiens	0.9768
8579171	RP08579172	FHL3	2275	mRNA	Homo sapiens	PCBP2	5094.0	RBP	Homo sapiens	0.9818
8579887	RP08579888	CDKN1A	1026	mRNA	Homo sapiens	PCBP2	5094.0	RBP	Homo sapiens	0.9818
8598316	RP08598317	LDLR	3949	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.9979
8598328	RP08598329	GPI	2821	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.7155
8598369	RP08598370	ZNF358	140467	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.7155
8598446	RP08598447	MAPK1	5594	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.9627
8598756	RP08598757	MYC	4609	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.9603
8599375	RP08599376	PNP	4860	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.9603
8599709	RP08599710	UPF1	5976	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.9979
8599756	RP08599757	KHSRP	8570	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.7155
8599873	RP08599874	CSNK1E	1454	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.7155
8600371	RP08600372	BAG1	573	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.9842
8600954	RP08600955	FBRSL1	57666	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.7331
8601557	RP08601558	ACOT7	11332	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.7155
8601815	RP08601816	TGIF1	7050	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.7331
8601851	RP08601852	RAB12	201475	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.7155
8602017	RP08602018	TRIP10	9322	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.7155
8602163	RP08602164	IFNGR2	3460	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.7155
8602505	RP08602506	SLC41A3	54946	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.9603
8604735	RP08604736	SMG5	23381	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.9104
8605501	RP08605502	SNAP23	8773	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.9603
8606368	RP08606369	VRK3	51231	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.9543
8606982	RP08606983	SELENOT	51714	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.9418
8607734	RP08607735	TRIM4	89122	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.9603
8608671	RP08608672	IGF2	3481	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.9543
8610712	RP08610713	NOS2	4843	mRNA	Homo sapiens	PTBP1	5725.0	RBP	Homo sapiens	0.9768
8616782	RP08616783	PPP1CC	5501	mRNA	Homo sapiens	PUM2	23369.0	RBP	Homo sapiens	0.7155
8616826	RP08616827	RAN	5901	mRNA	Homo sapiens	PUM2	23369.0	RBP	Homo sapiens	0.7155
8616887	RP08616888	KCNK1	3775	mRNA	Homo sapiens	PUM2	23369.0	RBP	Homo sapiens	0.7155
8617398	RP08617399	SIAH1	6477	mRNA	Homo sapiens	PUM2	23369.0	RBP	Homo sapiens	0.7155
8617414	RP08617415	CMTM4	146223	mRNA	Homo sapiens	PUM2	23369.0	RBP	Homo sapiens	0.7155
8617529	RP08617530	HOXB3	3213	mRNA	Homo sapiens	PUM2	23369.0	RBP	Homo sapiens	0.7155
8617669	RP08617670	RAB12	201475	mRNA	Homo sapiens	PUM2	23369.0	RBP	Homo sapiens	0.7155
8617931	RP08617932	IFNGR2	3460	mRNA	Homo sapiens	PUM2	23369.0	RBP	Homo sapiens	0.7155
8618068	RP08618069	CSNK1E	1454	mRNA	Homo sapiens	PUM2	23369.0	RBP	Homo sapiens	0.7155
8618208	RP08618209	CDV3	55573	mRNA	Homo sapiens	PUM2	23369.0	RBP	Homo sapiens	0.7155
8618367	RP08618368	ANXA5	308	mRNA	Homo sapiens	PUM2	23369.0	RBP	Homo sapiens	0.7155
8619018	RP08619019	PPP2CB	5516	mRNA	Homo sapiens	PUM2	23369.0	RBP	Homo sapiens	0.7155
8624978	RP08624979	PPP1CC	5501	mRNA	Homo sapiens	QKI	9444.0	RBP	Homo sapiens	0.7155
8625085	RP08625086	PABPN1	8106	mRNA	Homo sapiens	QKI	9444.0	RBP	Homo sapiens	0.7155
8625372	RP08625373	MAPK1	5594	mRNA	Homo sapiens	QKI	9444.0	RBP	Homo sapiens	0.7155
8625375	RP08625376	AGFG1	3267	mRNA	Homo sapiens	QKI	9444.0	RBP	Homo sapiens	0.7155
8625432	RP08625433	SOX2	6657	mRNA	Homo sapiens	QKI	9444.0	RBP	Homo sapiens	0.9931
8625640	RP08625641	PPP2CB	5516	mRNA	Homo sapiens	QKI	9444.0	RBP	Homo sapiens	0.7155
8625692	RP08625693	FMR1	2332	mRNA	Homo sapiens	QKI	9444.0	RBP	Homo sapiens	0.7155
8626329	RP08626330	FOXO1	2308	mRNA	Homo sapiens	QKI	9444.0	RBP	Homo sapiens	0.9818
8626696	RP08626697	HOXB3	3213	mRNA	Homo sapiens	QKI	9444.0	RBP	Homo sapiens	0.7155
8717731	RP08717732	HIST2H2BF	440689	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717732	RP08717733	HIST2H3D	653604	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717733	RP08717734	HIST2H3C	126961	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717734	RP08717735	HIST2H3A	333932	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717735	RP08717736	HIST2H2AC	8338	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717736	RP08717737	HIST2H2AB	317772	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717738	RP08717739	HIST3H2BB	128312	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717739	RP08717740	H2AFX	3014	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717744	RP08717745	HIST1H2AA	221613	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717745	RP08717746	HIST1H2BA	255626	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717746	RP08717747	HIST1H3A	8350	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717747	RP08717748	HIST1H4A	8359	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717748	RP08717749	HIST1H3B	8358	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717749	RP08717750	HIST1H2AB	8335	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717750	RP08717751	HIST1H1C	3006	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717751	RP08717752	HIST1H4C	8364	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717752	RP08717753	HIST1H2BC	8347	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717753	RP08717754	HIST1H2AC	8334	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717754	RP08717755	HIST1H1E	3008	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717755	RP08717756	HIST1H4D	8360	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717756	RP08717757	HIST1H3D	8351	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717758	RP08717759	HIST1H2AD	3013	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717759	RP08717760	HIST1H4E	8367	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717760	RP08717761	HIST1H2BG	8339	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717761	RP08717762	HIST1H1D	3007	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717762	RP08717763	HIST1H3F	8968	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717763	RP08717764	HIST1H2BH	8345	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717764	RP08717765	HIST1H4H	8365	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717765	RP08717766	HIST1H2BJ	8970	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717766	RP08717767	HIST1H2AG	8969	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717767	RP08717768	HIST1H4I	8294	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717768	RP08717769	HIST1H2BK	85236	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717769	RP08717770	HIST1H2AH	85235	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717770	RP08717771	HIST1H2AI	8329	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717771	RP08717772	HIST1H3H	8357	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717772	RP08717773	HIST1H2AK	8330	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717773	RP08717774	HIST1H2BN	8341	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717774	RP08717775	HIST1H2AM	8336	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717775	RP08717776	HIST1H2BO	8348	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717779	RP08717780	HIST3H2A	92815	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
8717801	RP08717802	HIST1H2BD	3017	mRNA	Homo sapiens	SLBP	7884.0	RBP	Homo sapiens	0.9967
